# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1925  9.60751758  0.98691E+00   1.708854   3.655121   7.578928   5.294585   0.00000   0.00000   0.00000   0.24956   0.53351  0.2663E-02  0.9853E+00  0.7478E-15  0.4208E-02   0.292354   6.514318   0.051892   11.680043   2.416882   1.300000  0.0000E+00   0.000000  0.4646E+01 -0.9900E+02   1.020071   1.760000
  1926  9.60753404  0.98691E+00   1.709268   3.655101   7.579159   5.295162   0.00000   0.00000   0.00000   0.24961   0.53351  0.2661E-02  0.9846E+00  0.7612E-15  0.4469E-02   0.292354   6.516043   0.051586   11.686678   2.416389   1.300000  0.0000E+00   0.000000  0.4646E+01 -0.9900E+02   1.021578   1.760000
  1927  9.60755021  0.98691E+00   1.709381   3.655099   7.579386   5.295730   0.00000   0.00000   0.00000   0.24974   0.53351  0.2659E-02  0.9858E+00  0.7751E-15  0.4648E-02   0.292354   6.517991   0.051276   11.688295   2.416269   1.300000  0.0000E+00   0.000000  0.4645E+01 -0.9900E+02   1.025427   1.760000
  1928  9.60756601  0.98691E+00   1.709955   3.655069   7.579609   5.296286   0.00000   0.00000   0.00000   0.24991   0.53488  0.2632E-02  0.9856E+00  0.7881E-15  0.4367E-02   0.292354   6.506670   0.053111   11.697639   2.415574   1.300000  0.0000E+00   0.000000  0.4645E+01 -0.9900E+02   1.016640   1.760000
  1929  9.60758220  0.98691E+00   1.710435   3.655045   7.579837   5.296857   0.00000   0.00000   0.00000   0.25008   0.53488  0.2636E-02  0.9842E+00  0.8018E-15  0.4446E-02   0.292354   6.508258   0.052812   11.705403   2.414998   1.300000  0.0000E+00   0.000000  0.4644E+01 -0.9900E+02   1.017297   1.760000
  1930  9.60759822  0.98691E+00   1.710541   3.655043   7.580064   5.297423   0.00000   0.00000   0.00000   0.25008   0.53488  0.2637E-02  0.9846E+00  0.8165E-15  0.4681E-02   0.292354   6.510090   0.052514   11.706917   2.414886   1.300000  0.0000E+00   0.000000  0.4644E+01 -0.9900E+02   1.018036   1.760000
  1931  9.60761392  0.98691E+00   1.710441   3.655055   7.580289   5.297982   0.00000   0.00000   0.00000   0.25025   0.53488  0.2637E-02  0.9852E+00  0.8316E-15  0.4849E-02   0.292354   6.512180   0.052196   11.704971   2.415030   1.300000  0.0000E+00   0.000000  0.4644E+01 -0.9900E+02   1.018949   1.760000
  1932  9.60762932  0.98691E+00   1.710844   3.655035   7.580507   5.298528   0.00000   0.00000   0.00000   0.25043   0.53488  0.2613E-02  0.9848E+00  0.8456E-15  0.4487E-02   0.292354   6.513750   0.051914   11.711457   2.414549   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.019876   1.760000
  1933  9.60764530  0.98691E+00   1.710933   3.655035   7.580735   5.299096   0.00000   0.00000   0.00000   0.25047   0.53488  0.2625E-02  0.9853E+00  0.8610E-15  0.4729E-02   0.292354   6.515733   0.051599   11.712671   2.414459   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.021564   1.760000
  1934  9.60766090  0.98691E+00   1.710653   3.655056   7.580959   5.299653   0.00000   0.00000   0.00000   0.25060   0.53488  0.2623E-02  0.9853E+00  0.8773E-15  0.4968E-02   0.292354   6.517992   0.051282   11.707719   2.414826   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.036525   1.760000
  1935  9.60767612  0.98691E+00   1.711001   3.655040   7.581177   5.300196   0.00000   0.00000   0.00000   0.25077   0.53626  0.2596E-02  0.9850E+00  0.8921E-15  0.4552E-02   0.292354   6.506843   0.053110   11.713303   2.414412   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.017028   1.760000
  1936  9.60769200  0.98691E+00   1.711412   3.655020   7.581413   5.300776   0.00000   0.00000   0.00000   0.25086   0.53626  0.2601E-02  0.9841E+00  0.9084E-15  0.4523E-02   0.292354   6.508459   0.052815   11.719913   2.413922   1.300000  0.0000E+00   0.000000  0.4642E+01 -0.9900E+02   1.017722   1.760000
  1937  9.60770785  0.98691E+00   1.710778   3.655064   7.581642   5.301345   0.00000   0.00000   0.00000   0.25095   0.53626  0.2615E-02  0.9854E+00  0.9266E-15  0.5218E-02   0.292354   6.511014   0.052475   11.709007   2.414731   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.018744   1.760000
  1938  9.60772255  0.98691E+00   1.711398   3.655031   7.581852   5.301869   0.00000   0.00000   0.00000   0.25112   0.53626  0.2575E-02  0.9847E+00  0.9410E-15  0.4411E-02   0.292354   6.512474   0.052187   11.719134   2.413980   1.300000  0.0000E+00   0.000000  0.4642E+01 -0.9900E+02   1.019565   1.760000
  1939  9.60773799  0.98691E+00   1.711563   3.655026   7.582075   5.302423   0.00000   0.00000   0.00000   0.25120   0.53626  0.2580E-02  0.9839E+00  0.9576E-15  0.4705E-02   0.292354   6.514306   0.051887   11.721634   2.413795   1.300000  0.0000E+00   0.000000  0.4642E+01 -0.9900E+02   1.020933   1.760000
  1940  9.60775352  0.98691E+00   1.710861   3.655074   7.582299   5.302982   0.00000   0.00000   0.00000   0.25129   0.53626  0.2596E-02  0.9855E+00  0.9766E-15  0.5291E-02   0.292354   6.516999   0.051538   11.709576   2.414688   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.026454   1.760000
  1941  9.60776806  0.98691E+00   1.710733   3.655087   7.582512   5.303508   0.00000   0.00000   0.00000   0.25146   0.53763  0.2562E-02  0.9850E+00  0.9937E-15  0.4915E-02   0.292354   6.506276   0.053353   11.707174   2.414867   1.300000  0.0000E+00   0.000000  0.4643E+01 -0.9900E+02   1.016391   1.760000
  1942  9.60778337  0.98691E+00   1.710664   3.655096   7.582734   5.304062   0.00000   0.00000   0.00000   0.25164   0.53763  0.2574E-02  0.9841E+00  0.1012E-14  0.4901E-02   0.292354   6.508268   0.053043   11.705738   2.414973   1.300000  0.0000E+00   0.000000  0.4644E+01 -0.9900E+02   1.017086   1.760000
  1943  9.60779865  0.98691E+00   1.709947   3.655145   7.582956   5.304614   0.00000   0.00000   0.00000   0.25166   0.53763  0.2583E-02  0.9851E+00  0.1032E-14  0.5334E-02   0.292354   6.510892   0.052698   11.693442   2.415886   1.300000  0.0000E+00   0.000000  0.4645E+01 -0.9900E+02   1.018079   1.760000
  1944  9.60781318  0.98691E+00   1.709547   3.655174   7.583170   5.305143   0.00000   0.00000   0.00000   0.25181   0.53763  0.2561E-02  0.9846E+00  0.1050E-14  0.5162E-02   0.292354   6.513047   0.052399   11.686514   2.416401   1.300000  0.0000E+00   0.000000  0.4645E+01 -0.9900E+02   1.019165   1.760000
  1945  9.60782807  0.98691E+00   1.709221   3.655198   7.583388   5.305683   0.00000   0.00000   0.00000   0.25198   0.53763  0.2567E-02  0.9839E+00  0.1070E-14  0.5102E-02   0.292354   6.515227   0.052091   11.680830   2.416823   1.300000  0.0000E+00   0.000000  0.4646E+01 -0.9900E+02   1.021143   1.760000
  1946  9.60784310  0.98691E+00   1.708312   3.655258   7.583607   5.306229   0.00000   0.00000   0.00000   0.25200   0.53901  0.2584E-02  0.9849E+00  0.1091E-14  0.5504E-02   0.292354   6.505576   0.053831   11.665384   2.417973   1.300000  0.0000E+00   0.000000  0.4647E+01 -0.9900E+02   1.014937   1.760000
  1947  9.60785747  0.98691E+00   1.707722   3.655299   7.583819   5.306754   0.00000   0.00000   0.00000   0.25216   0.53901  0.2568E-02  0.9844E+00  0.1111E-14  0.5357E-02   0.292354   6.507927   0.053513   11.655237   2.418729   1.300000  0.0000E+00   0.000000  0.4648E+01 -0.9900E+02   1.015463   1.760000
  1948  9.60787207  0.98691E+00   1.707328   3.655328   7.584033   5.307286   0.00000   0.00000   0.00000   0.25233   0.53901  0.2576E-02  0.9838E+00  0.1131E-14  0.5213E-02   0.292354   6.510138   0.053202   11.648392   2.419239   1.300000  0.0000E+00   0.000000  0.4649E+01 -0.9900E+02   1.017291   1.760000
  1949  9.60788701  0.98691E+00   1.706260   3.655400   7.584253   5.307832   0.00000   0.00000   0.00000   0.25235   0.53901  0.2603E-02  0.9842E+00  0.1154E-14  0.5675E-02   0.292354   6.513007   0.052852   11.630265   2.420592   1.300000  0.0000E+00   0.000000  0.4651E+01 -0.9900E+02   1.018760   1.760000
  1950  9.60790114  0.98691E+00   1.705521   3.655449   7.584462   5.308350   0.00000   0.00000   0.00000   0.25250   0.53901  0.2593E-02  0.9842E+00  0.1175E-14  0.5517E-02   0.292354   6.515509   0.052530   11.617726   2.421529   1.300000  0.0000E+00   0.000000  0.4652E+01 -0.9900E+02   1.021481   1.760000
  1951  9.60791557  0.98691E+00   1.704994   3.655485   7.584674   5.308877   0.00000   0.00000   0.00000   0.25259   0.54038  0.2612E-02  0.9832E+00  0.1197E-14  0.5334E-02   0.292354   6.505560   0.054294   11.608752   2.422200   1.300000  0.0000E+00   0.000000  0.4653E+01 -0.9900E+02   1.014436   1.760000
  1952  9.60793040  0.98691E+00   1.703662   3.655574   7.584894   5.309422   0.00000   0.00000   0.00000   0.25270   0.54038  0.2658E-02  0.9837E+00  0.1222E-14  0.5946E-02   0.292354   6.508642   0.053929   11.586240   2.423886   1.300000  0.0000E+00   0.000000  0.4655E+01 -0.9900E+02   1.015322   1.760000
  1953  9.60794412  0.98691E+00   1.702799   3.655632   7.585098   5.309927   0.00000   0.00000   0.00000   0.25285   0.54038  0.2656E-02  0.9838E+00  0.1244E-14  0.5686E-02   0.292354   6.511167   0.053609   11.571638   2.424981   1.300000  0.0000E+00   0.000000  0.4656E+01 -0.9900E+02   1.016254   1.760000
  1954  9.60795839  0.98691E+00   1.702192   3.655675   7.585308   5.310450   0.00000   0.00000   0.00000   0.25293   0.54038  0.2694E-02  0.9831E+00  0.1267E-14  0.5455E-02   0.292354   6.513532   0.053292   11.561277   2.425759   1.300000  0.0000E+00   0.000000  0.4657E+01 -0.9900E+02   1.017649   1.760000
  1955  9.60797314  0.98691E+00   1.700593   3.655779   7.585527   5.310994   0.00000   0.00000   0.00000   0.25303   0.54176  0.2764E-02  0.9830E+00  0.1294E-14  0.6212E-02   0.292354   6.505012   0.054956   11.534475   2.427775   1.300000  0.0000E+00   0.000000  0.4660E+01 -0.9900E+02   1.012571   1.760000
  1956  9.60798649  0.98691E+00   1.699664   3.655841   7.585726   5.311486   0.00000   0.00000   0.00000   0.25319   0.54176  0.2764E-02  0.9832E+00  0.1318E-14  0.5803E-02   0.292354   6.507485   0.054646   11.518853   2.428952   1.300000  0.0000E+00   0.000000  0.4662E+01 -0.9900E+02   1.013048   1.760000
  1957  9.60800072  0.98691E+00   1.698645   3.655908   7.585937   5.312009   0.00000   0.00000   0.00000   0.25319   0.54176  0.2819E-02  0.9830E+00  0.1343E-14  0.5829E-02   0.292354   6.510146   0.054314   11.501784   2.430240   1.300000  0.0000E+00   0.000000  0.4663E+01 -0.9900E+02   1.013668   1.760000
  1958  9.60801493  0.98691E+00   1.697185   3.656003   7.586148   5.312533   0.00000   0.00000   0.00000   0.25336   0.54176  0.2867E-02  0.9826E+00  0.1370E-14  0.6226E-02   0.292354   6.513315   0.053947   11.477472   2.432078   1.300000  0.0000E+00   0.000000  0.4666E+01 -0.9900E+02   1.014524   1.760000
  1959  9.60802839  0.98691E+00   1.696168   3.656070   7.586347   5.313028   0.00000   0.00000   0.00000   0.25354   0.54176  0.2867E-02  0.9817E+00  0.1395E-14  0.5910E-02   0.292354   6.515950   0.053624   11.460486   2.433365   1.300000  0.0000E+00   0.000000  0.4667E+01 -0.9900E+02   1.015412   1.760000
  1960  9.60804260  0.98691E+00   1.694603   3.656173   7.586556   5.313549   0.00000   0.00000   0.00000   0.25358   0.54313  0.2917E-02  0.9830E+00  0.1424E-14  0.6321E-02   0.292354   6.507485   0.055287   11.434394   2.435345   1.300000  0.0000E+00   0.000000  0.4670E+01 -0.9900E+02   1.012413   1.760000
  1961  9.60805607  0.98691E+00   1.693576   3.656242   7.586754   5.314044   0.00000   0.00000   0.00000   0.25371   0.54313  0.2906E-02  0.9825E+00  0.1450E-14  0.5968E-02   0.292354   6.510089   0.054963   11.417306   2.436644   1.300000  0.0000E+00   0.000000  0.4671E+01 -0.9900E+02   1.013257   1.760000
  1962  9.60807024  0.98691E+00   1.692207   3.656330   7.586963   5.314564   0.00000   0.00000   0.00000   0.25380   0.54313  0.2942E-02  0.9819E+00  0.1479E-14  0.6222E-02   0.292354   6.513141   0.054602   11.394672   2.438367   1.300000  0.0000E+00   0.000000  0.4674E+01 -0.9900E+02   1.014830   1.760000
  1963  9.60808394  0.98691E+00   1.690726   3.656426   7.587165   5.315068   0.00000   0.00000   0.00000   0.25389   0.54313  0.2958E-02  0.9827E+00  0.1508E-14  0.6377E-02   0.292354   6.516225   0.054250   11.370246   2.440231   1.300000  0.0000E+00   0.000000  0.4676E+01 -0.9900E+02   1.023749   1.760000
  1964  9.60809748  0.98691E+00   1.689602   3.656501   7.587364   5.315566   0.00000   0.00000   0.00000   0.25406   0.54451  0.2955E-02  0.9815E+00  0.1535E-14  0.6108E-02   0.292354   6.507461   0.055934   11.351607   2.441656   1.300000  0.0000E+00   0.000000  0.4678E+01 -0.9900E+02   1.010338   1.760000
  1965  9.60811162  0.98691E+00   1.687947   3.656612   7.587572   5.316085   0.00000   0.00000   0.00000   0.25406   0.54451  0.2997E-02  0.9832E+00  0.1567E-14  0.6542E-02   0.292354   6.510764   0.055555   11.324236   2.443753   1.300000  0.0000E+00   0.000000  0.4681E+01 -0.9900E+02   1.011079   1.760000
  1966  9.60812490  0.98691E+00   1.686766   3.656691   7.587767   5.316574   0.00000   0.00000   0.00000   0.25423   0.54451  0.2977E-02  0.9814E+00  0.1595E-14  0.6225E-02   0.292354   6.513484   0.055226   11.304710   2.445252   1.300000  0.0000E+00   0.000000  0.4683E+01 -0.9900E+02   1.011807   1.760000
  1967  9.60813897  0.98691E+00   1.684933   3.656811   7.587973   5.317090   0.00000   0.00000   0.00000   0.25423   0.54451  0.3023E-02  0.9834E+00  0.1628E-14  0.6719E-02   0.292354   6.516941   0.054844   11.274663   2.447564   1.300000  0.0000E+00   0.000000  0.4686E+01 -0.9900E+02   1.013110   1.760000
  1968  9.60815211  0.98691E+00   1.683718   3.656892   7.588167   5.317575   0.00000   0.00000   0.00000   0.25440   0.54451  0.3000E-02  0.9826E+00  0.1658E-14  0.6315E-02   0.292354   6.519696   0.054518   11.254687   2.449104   1.300000  0.0000E+00   0.000000  0.4688E+01 -0.9900E+02   1.014997   1.760000
  1969  9.60816621  0.98691E+00   1.682522   3.656973   7.588371   5.318090   0.00000   0.00000   0.00000   0.25457   0.54726  0.3027E-02  0.9811E+00  0.1689E-14  0.6232E-02   0.292354   6.500623   0.058110   11.235029   2.450622   1.300000  0.0000E+00   0.000000  0.4689E+01 -0.9900E+02   1.009217   1.760000
  1970  9.60818042  0.98691E+00   1.680585   3.657101   7.588576   5.318608   0.00000   0.00000   0.00000   0.25457   0.54726  0.3062E-02  0.9818E+00  0.1725E-14  0.6869E-02   0.292354   6.504059   0.057724   11.203361   2.453074   1.300000  0.0000E+00   0.000000  0.4693E+01 -0.9900E+02   1.009972   1.760000
  1971  9.60819347  0.98691E+00   1.679456   3.657178   7.588763   5.319082   0.00000   0.00000   0.00000   0.25475   0.54726  0.3024E-02  0.9813E+00  0.1755E-14  0.6261E-02   0.292354   6.506610   0.057406   11.184858   2.454510   1.300000  0.0000E+00   0.000000  0.4694E+01 -0.9900E+02   1.010581   1.760000
  1972  9.60820787  0.98691E+00   1.677561   3.657304   7.588969   5.319604   0.00000   0.00000   0.00000   0.25475   0.54726  0.3077E-02  0.9819E+00  0.1791E-14  0.6847E-02   0.292354   6.510123   0.057007   11.154028   2.456907   1.300000  0.0000E+00   0.000000  0.4698E+01 -0.9900E+02   1.011645   1.760000
  1973  9.60822108  0.98691E+00   1.676051   3.657403   7.589158   5.320084   0.00000   0.00000   0.00000   0.25492   0.54726  0.3054E-02  0.9815E+00  0.1824E-14  0.6671E-02   0.292354   6.513103   0.056659   11.129591   2.458812   1.300000  0.0000E+00   0.000000  0.4700E+01 -0.9900E+02   1.012789   1.760000
  1974  9.60823479  0.98691E+00   1.674307   3.657516   7.589354   5.320582   0.00000   0.00000   0.00000   0.25492   0.54726  0.3089E-02  0.9813E+00  0.1859E-14  0.6838E-02   0.292354   6.516361   0.056293   11.101486   2.461009   1.300000  0.0000E+00   0.000000  0.4703E+01 -0.9900E+02   1.014702   1.760000
  1975  9.60824824  0.98691E+00   1.672457   3.657637   7.589546   5.321071   0.00000   0.00000   0.00000   0.25509   0.54726  0.3113E-02  0.9813E+00  0.1896E-14  0.7016E-02   0.292354   6.519741   0.055921   11.071675   2.463344   1.300000  0.0000E+00   0.000000  0.4706E+01 -0.9900E+02   1.020012   1.760000
  1976  9.60826150  0.98691E+00   1.670810   3.657747   7.589735   5.321552   0.00000   0.00000   0.00000   0.25527   0.55001  0.3126E-02  0.9802E+00  0.1931E-14  0.6872E-02   0.292354   6.501932   0.059429   11.045094   2.465432   1.300000  0.0000E+00   0.000000  0.4709E+01 -0.9900E+02   1.007146   1.760000
  1977  9.60827512  0.98691E+00   1.668664   3.657890   7.589928   5.322046   0.00000   0.00000   0.00000   0.25527   0.55001  0.3176E-02  0.9802E+00  0.1970E-14  0.7343E-02   0.292354   6.505499   0.059034   11.010619   2.468147   1.300000  0.0000E+00   0.000000  0.4712E+01 -0.9900E+02   1.008158   1.760000
  1978  9.60828795  0.98691E+00   1.667178   3.657989   7.590109   5.322510   0.00000   0.00000   0.00000   0.25544   0.55001  0.3169E-02  0.9794E+00  0.2005E-14  0.6823E-02   0.292354   6.508334   0.058699   10.986739   2.470033   1.300000  0.0000E+00   0.000000  0.4715E+01 -0.9900E+02   1.009167   1.760000
  1979  9.60830193  0.98691E+00   1.664996   3.658133   7.590307   5.323016   0.00000   0.00000   0.00000   0.25544   0.55001  0.3250E-02  0.9794E+00  0.2046E-14  0.7412E-02   0.292354   6.512038   0.058288   10.951940   2.472789   1.300000  0.0000E+00   0.000000  0.4718E+01 -0.9900E+02   1.011204   1.760000
  1980  9.60831478  0.98691E+00   1.663191   3.658251   7.590486   5.323479   0.00000   0.00000   0.00000   0.25561   0.55001  0.3249E-02  0.9792E+00  0.2083E-14  0.7192E-02   0.292354   6.515207   0.057932   10.923269   2.475066   1.300000  0.0000E+00   0.000000  0.4721E+01 -0.9900E+02   1.014726   1.760000
  1981  9.60832828  0.98691E+00   1.661074   3.658392   7.590676   5.323966   0.00000   0.00000   0.00000   0.25561   0.55172  0.3306E-02  0.9790E+00  0.2124E-14  0.7480E-02   0.292354   6.506209   0.059912   10.889618   2.477746   1.300000  0.0000E+00   0.000000  0.4724E+01 -0.9900E+02   1.003452   1.760000
  1982  9.60834131  0.98691E+00   1.659114   3.658523   7.590856   5.324433   0.00000   0.00000   0.00000   0.25578   0.55172  0.3330E-02  0.9782E+00  0.2164E-14  0.7406E-02   0.292354   6.509463   0.059550   10.858530   2.480229   1.300000  0.0000E+00   0.000000  0.4728E+01 -0.9900E+02   1.004350   1.760000
  1983  9.60835463  0.98691E+00   1.657153   3.658655   7.591040   5.324911   0.00000   0.00000   0.00000   0.25578   0.55172  0.3380E-02  0.9791E+00  0.2205E-14  0.7418E-02   0.292354   6.512821   0.059171   10.827457   2.482718   1.300000  0.0000E+00   0.000000  0.4731E+01 -0.9900E+02   1.005744   1.760000
  1984  9.60836798  0.98691E+00   1.655149   3.658791   7.591224   5.325388   0.00000   0.00000   0.00000   0.25596   0.55172  0.3423E-02  0.9787E+00  0.2247E-14  0.7474E-02   0.292354   6.516120   0.058811   10.795735   2.485266   1.300000  0.0000E+00   0.000000  0.4734E+01 -0.9900E+02   1.009069   1.760000
  1985  9.60838140  0.98691E+00   1.653253   3.658922   7.591407   5.325867   0.00000   0.00000   0.00000   0.25600   0.55344  0.3472E-02  0.9786E+00  0.2289E-14  0.7416E-02   0.292354   6.507266   0.060772   10.765696   2.487687   1.300000  0.0000E+00   0.000000  0.4737E+01 -0.9900E+02   1.000980   1.760000
  1986  9.60839499  0.98691E+00   1.651339   3.659054   7.591592   5.326350   0.00000   0.00000   0.00000   0.25613   0.55344  0.3528E-02  0.9785E+00  0.2332E-14  0.7443E-02   0.292354   6.510571   0.060391   10.735457   2.490130   1.300000  0.0000E+00   0.000000  0.4740E+01 -0.9900E+02   1.001681   1.760000
  1987  9.60840864  0.98691E+00   1.649524   3.659178   7.591775   5.326833   0.00000   0.00000   0.00000   0.25622   0.55344  0.3581E-02  0.9786E+00  0.2375E-14  0.7335E-02   0.292354   6.513760   0.060021   10.706922   2.492442   1.300000  0.0000E+00   0.000000  0.4743E+01 -0.9900E+02   1.002443   1.760000
  1988  9.60842260  0.98691E+00   1.647660   3.659307   7.591985   5.327363   0.00000   0.00000   0.00000   0.25630   0.55344  0.3649E-02  0.9783E+00  0.2424E-14  0.7360E-02   0.292354   6.516995   0.059655   10.677640   2.494820   1.300000  0.0000E+00   0.000000  0.4746E+01 -0.9900E+02   1.010991   1.760000
  1989  9.60843662  0.98691E+00   1.645937   3.659427   7.592171   5.327856   0.00000   0.00000   0.00000   0.25639   0.55516  0.3712E-02  0.9786E+00  0.2469E-14  0.7263E-02   0.292354   6.508340   0.061586   10.650593   2.497023   1.300000  0.0000E+00   0.000000  0.4749E+01 -0.9900E+02   0.999975   1.760000
  1990  9.60845089  0.98691E+00   1.644391   3.659534   7.592358   5.328354   0.00000   0.00000   0.00000   0.25648   0.55516  0.3779E-02  0.9776E+00  0.2513E-14  0.7066E-02   0.292354   6.511310   0.061219   10.626377   2.499000   1.300000  0.0000E+00   0.000000  0.4752E+01 -0.9900E+02   1.001050   1.760000
  1991  9.60846563  0.98691E+00   1.643440   3.659603   7.592546   5.328862   0.00000   0.00000   0.00000   0.25656   0.55516  0.3856E-02  0.9788E+00  0.2555E-14  0.6418E-02   0.292354   6.513737   0.060886   10.611408   2.500225   1.300000  0.0000E+00   0.000000  0.4753E+01 -0.9900E+02   1.002399   1.760000
  1992  9.60848153  0.98691E+00   1.642058   3.659701   7.592749   5.329410   0.00000   0.00000   0.00000   0.25665   0.55516  0.3964E-02  0.9784E+00  0.2603E-14  0.6804E-02   0.292354   6.516777   0.060493   10.589770   2.501998   1.300000  0.0000E+00   0.000000  0.4756E+01 -0.9900E+02   1.007684   1.760000
  1993  9.60849677  0.98691E+00   1.641111   3.659769   7.592940   5.329931   0.00000   0.00000   0.00000   0.25674   0.55688  0.4020E-02  0.9789E+00  0.2647E-14  0.6426E-02   0.292354   6.507720   0.062433   10.574926   2.503216   1.300000  0.0000E+00   0.000000  0.4757E+01 -0.9900E+02   0.997479   1.760000
  1994  9.60851297  0.98691E+00   1.640275   3.659829   7.593139   5.330479   0.00000   0.00000   0.00000   0.25691   0.55688  0.4118E-02  0.9795E+00  0.2692E-14  0.6235E-02   0.292354   6.510048   0.062097   10.561807   2.504294   1.300000  0.0000E+00   0.000000  0.4759E+01 -0.9900E+02   0.998113   1.760000
  1995  9.60852966  0.98691E+00   1.640184   3.659841   7.593338   5.331035   0.00000   0.00000   0.00000   0.25699   0.55688  0.4178E-02  0.9813E+00  0.2733E-14  0.5518E-02   0.292354   6.511780   0.061787   10.560106   2.504434   1.300000  0.0000E+00   0.000000  0.4759E+01 -0.9900E+02   0.998713   1.760000
  1996  9.60854793  0.98691E+00   1.640696   3.659814   7.593547   5.331631   0.00000   0.00000   0.00000   0.25717   0.55688  0.4230E-02  0.9807E+00  0.2773E-14  0.4957E-02   0.292354   6.513077   0.061490   10.567642   2.503815   1.300000  0.0000E+00   0.000000  0.4758E+01 -0.9900E+02   0.999348   1.760000
  1997  9.60856730  0.98691E+00   1.642255   3.659719   7.593753   5.332240   0.00000   0.00000   0.00000   0.25717   0.55688  0.4214E-02  0.9822E+00  0.2805E-14  0.3992E-02   0.292354   6.513375   0.061258   10.591275   2.501874   1.300000  0.0000E+00   0.000000  0.4755E+01 -0.9900E+02   0.999798   1.760000
  1998  9.60858832  0.98691E+00   1.644826   3.659556   7.593959   5.332875   0.00000   0.00000   0.00000   0.25734   0.55688  0.4147E-02  0.9827E+00  0.2831E-14  0.3189E-02   0.292354   6.512844   0.061062   10.630648   2.498651   1.300000  0.0000E+00   0.000000  0.4751E+01 -0.9900E+02   1.000155   1.760000
  1999  9.60861069  0.98691E+00   1.648137   3.659344   7.594159   5.333520   0.00000   0.00000   0.00000   0.25743   0.55688  0.4039E-02  0.9841E+00  0.2849E-14  0.2594E-02   0.292354   6.511706   0.060893   10.681683   2.494491   1.300000  0.0000E+00   0.000000  0.4746E+01 -0.9900E+02   1.000468   1.760000
  2000  9.60863398  0.98691E+00   1.651820   3.659108   7.594354   5.334176   0.00000   0.00000   0.00000   0.25760   0.55688  0.3936E-02  0.9842E+00  0.2865E-14  0.2331E-02   0.292354   6.510286   0.060733   10.738725   2.489865   1.300000  0.0000E+00   0.000000  0.4740E+01 -0.9900E+02   1.000807   1.760000
  2001  9.60865718  0.98691E+00   1.654246   3.658954   7.594551   5.334833   0.00000   0.00000   0.00000   0.25769   0.55688  0.3899E-02  0.9840E+00  0.2888E-14  0.3090E-02   0.292354   6.510181   0.060479   10.776384   2.486825   1.300000  0.0000E+00   0.000000  0.4736E+01 -0.9900E+02   1.001493   1.760000
  2002  9.60867894  0.98691E+00   1.656200   3.658833   7.594738   5.335457   0.00000   0.00000   0.00000   0.25777   0.55688  0.3842E-02  0.9842E+00  0.2913E-14  0.3334E-02   0.292354   6.510442   0.060212   10.806716   2.484383   1.300000  0.0000E+00   0.000000  0.4733E+01 -0.9900E+02   1.002110   1.760000
  2003  9.60869996  0.98691E+00   1.658250   3.658705   7.594919   5.336062   0.00000   0.00000   0.00000   0.25794   0.55688  0.3791E-02  0.9853E+00  0.2937E-14  0.3251E-02   0.292354   6.510559   0.059962   10.838628   2.481822   1.300000  0.0000E+00   0.000000  0.4729E+01 -0.9900E+02   1.002663   1.760000
  2004  9.60872075  0.98691E+00   1.660385   3.658572   7.595099   5.336664   0.00000   0.00000   0.00000   0.25803   0.55688  0.3746E-02  0.9847E+00  0.2960E-14  0.3195E-02   0.292354   6.510564   0.059727   10.871925   2.479158   1.300000  0.0000E+00   0.000000  0.4726E+01 -0.9900E+02   1.005001   1.760000
  2005  9.60874140  0.98691E+00   1.661995   3.658476   7.595276   5.337260   0.00000   0.00000   0.00000   0.25812   0.55688  0.3736E-02  0.9862E+00  0.2986E-14  0.3509E-02   0.292354   6.511136   0.059448   10.896932   2.477162   1.300000  0.0000E+00   0.000000  0.4723E+01 -0.9900E+02   1.005941   1.760000
  2006  9.60876168  0.98691E+00   1.664478   3.658323   7.595447   5.337844   0.00000   0.00000   0.00000   0.25820   0.55688  0.3669E-02  0.9854E+00  0.3004E-14  0.2915E-02   0.292354   6.510812   0.059233   10.935829   2.474067   1.300000  0.0000E+00   0.000000  0.4719E+01 -0.9900E+02   1.006312   1.760000
  2007  9.60878220  0.98691E+00   1.666830   3.658182   7.595619   5.338435   0.00000   0.00000   0.00000   0.25838   0.55688  0.3646E-02  0.9843E+00  0.3024E-14  0.3026E-02   0.292354   6.510641   0.059007   10.972600   2.471152   1.300000  0.0000E+00   0.000000  0.4715E+01 -0.9900E+02   1.006843   1.760000
