# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1178  9.52644288  0.42116E-11   0.810617   3.800481   7.336001   3.134701   0.00000   0.00000   0.00000   0.00000   2.58425  0.3784E+00  0.5875E+00  0.0000E+00 -0.2012E-02   0.166526   5.775121   0.838318    2.126210   3.896558   1.300000  0.0000E+00   0.000000  0.6284E+01 -0.9900E+02   0.021378   1.760000
  1179  9.52658916  0.38269E-11   0.810842   3.800414   7.336068   3.136216   0.00000   0.00000   0.00000   0.00000   2.58425  0.3779E+00  0.5878E+00  0.0000E+00 -0.1793E-02   0.167154   5.774293   0.838559    2.127414   3.896067   1.300000  0.0000E+00   0.000000  0.6284E+01 -0.9900E+02   0.021753   1.760000
  1180  9.52673461  0.34772E-11   0.811071   3.800348   7.336138   3.137738   0.00000   0.00000   0.00000   0.00000   2.58425  0.3774E+00  0.5882E+00  0.0000E+00 -0.1748E-02   0.167154   5.773350   0.838775    2.128621   3.895574   1.300000  0.0000E+00   0.000000  0.6283E+01 -0.9900E+02   0.027751   1.760000
  1181  9.52687920  0.31595E-11   0.811290   3.800284   7.336180   3.139198   0.00000   0.00000   0.00000   0.00000   2.58425  0.3768E+00  0.5885E+00  0.0000E+00 -0.1757E-02   0.167154   5.772422   0.838987    2.129791   3.895097   1.300000  0.0000E+00   0.000000  0.6283E+01 -0.9900E+02   0.024852   1.760000
  1182  9.52702293  0.28711E-11   0.811504   3.800219   7.336252   3.140677   0.00000   0.00000   0.00000   0.00000   2.58425  0.3764E+00  0.5891E+00  0.0000E+00 -0.1785E-02   0.167154   5.771480   0.839204    2.130953   3.894623   1.300000  0.0000E+00   0.000000  0.6282E+01 -0.9900E+02   0.023858   1.760000
  1183  9.52716599  0.26088E-11   0.811725   3.800152   7.336344   3.142178   0.00000   0.00000   0.00000   0.00000   2.58425  0.3760E+00  0.5900E+00  0.0000E+00 -0.1813E-02   0.167153   5.770521   0.839424    2.132143   3.894138   1.300000  0.0000E+00   0.000000  0.6282E+01 -0.9900E+02   0.023255   1.760000
  1184  9.52730819  0.23702E-11   0.811951   3.800088   7.336421   3.143665   0.00000   0.00000   0.00000   0.00000   2.58417  0.3755E+00  0.5905E+00  0.0000E+00 -0.1735E-02   0.167153   5.781617   0.835939    2.133327   3.893656   1.300000  0.0000E+00   0.000000  0.6282E+01 -0.9900E+02   0.022826   1.760000
  1185  9.52744944  0.21536E-11   0.812169   3.800023   7.336494   3.145157   0.00000   0.00000   0.00000   0.00000   2.58425  0.3750E+00  0.5909E+00  0.0000E+00 -0.1734E-02   0.169667   5.769310   0.839928    2.134507   3.893176   1.300000  0.0000E+00   0.000000  0.6281E+01 -0.9900E+02   0.019826   1.760000
  1186  9.52758983  0.19568E-11   0.812381   3.799959   7.336564   3.146654   0.00000   0.00000   0.00000   0.00000   2.58425  0.3745E+00  0.5914E+00  0.0000E+00 -0.1737E-02   0.169667   5.768385   0.840142    2.135658   3.892707   1.300000  0.0000E+00   0.000000  0.6281E+01 -0.9900E+02   0.019701   1.760000
  1187  9.52772940  0.17780E-11   0.812592   3.799895   7.336633   3.148155   0.00000   0.00000   0.00000   0.00000   2.58425  0.3741E+00  0.5919E+00  0.0000E+00 -0.1739E-02   0.169667   5.767453   0.840355    2.136809   3.892239   1.300000  0.0000E+00   0.000000  0.6280E+01 -0.9900E+02   0.019588   1.760000
  1188  9.52786815  0.16156E-11   0.812801   3.799831   7.336699   3.149658   0.00000   0.00000   0.00000   0.00000   2.58417  0.3736E+00  0.5923E+00  0.0000E+00 -0.1743E-02   0.169667   5.778546   0.836852    2.137946   3.891777   1.300000  0.0000E+00   0.000000  0.6280E+01 -0.9900E+02   0.024244   1.760000
  1189  9.52800610  0.14680E-11   0.813005   3.799766   7.336772   3.151168   0.00000   0.00000   0.00000   0.00000   2.58417  0.3732E+00  0.5931E+00  0.0000E+00 -0.1835E-02   0.169667   5.777602   0.837073    2.139086   3.891314   1.300000  0.0000E+00   0.000000  0.6279E+01 -0.9900E+02   0.023085   1.760000
  1190  9.52814324  0.13338E-11   0.813220   3.799702   7.336851   3.152688   0.00000   0.00000   0.00000   0.00000   2.58417  0.3727E+00  0.5937E+00  0.0000E+00 -0.1787E-02   0.169667   5.776663   0.837291    2.140254   3.890840   1.300000  0.0000E+00   0.000000  0.6279E+01 -0.9900E+02   0.022516   1.760000
  1191  9.52827955  0.12119E-11   0.813435   3.799638   7.336919   3.154195   0.00000   0.00000   0.00000   0.00000   2.58417  0.3723E+00  0.5942E+00  0.0000E+00 -0.1758E-02   0.169667   5.775741   0.837505    2.141412   3.890370   1.300000  0.0000E+00   0.000000  0.6278E+01 -0.9900E+02   0.028630   1.760000
  1192  9.52841499  0.11012E-11   0.813641   3.799574   7.336985   3.155699   0.00000   0.00000   0.00000   0.00000   2.58417  0.3718E+00  0.5947E+00  0.0000E+00 -0.1772E-02   0.169667   5.774818   0.837719    2.142552   3.889908   1.300000  0.0000E+00   0.000000  0.6278E+01 -0.9900E+02   0.026034   1.760000
  1193  9.52854963  0.10006E-11   0.813866   3.799516   7.336942   3.156924   0.00000   0.00000   0.00000   0.00000   2.58417  0.3711E+00  0.5945E+00  0.0000E+00 -0.1746E-02   0.169667   5.773991   0.837904    2.143676   3.889452   1.300000  0.0000E+00   0.000000  0.6278E+01 -0.9900E+02   0.025197   1.760000
  1194  9.52868350  0.90957E-12   0.814076   3.799460   7.337005   3.158205   0.00000   0.00000   0.00000   0.00000   2.58417  0.3708E+00  0.5947E+00  0.0000E+00 -0.1630E-02   0.169666   5.773177   0.838089    2.144754   3.889016   1.300000  0.0000E+00   0.000000  0.6277E+01 -0.9900E+02   0.024662   1.760000
  1195  9.52881727  0.82650E-12   0.814274   3.799401   7.337108   3.159529   0.00000   0.00000   0.00000   0.00000   2.58417  0.3704E+00  0.5951E+00  0.0000E+00 -0.1645E-02   0.169666   5.772334   0.838282    2.145820   3.888584   1.300000  0.0000E+00   0.000000  0.6277E+01 -0.9900E+02   0.024248   1.760000
  1196  9.52895035  0.75093E-12   0.814467   3.799343   7.337219   3.160890   0.00000   0.00000   0.00000   0.00000   2.58400  0.3700E+00  0.5956E+00  0.0000E+00 -0.1685E-02   0.169666   5.793680   0.831571    2.146876   3.888157   1.300000  0.0000E+00   0.000000  0.6276E+01 -0.9900E+02   0.023895   1.760000
  1197  9.52908253  0.68225E-12   0.814655   3.799283   7.337328   3.162289   0.00000   0.00000   0.00000   0.00000   2.58417  0.3696E+00  0.5963E+00  0.0000E+00 -0.1779E-02   0.174392   5.771817   0.838838    2.147932   3.887730   1.300000  0.0000E+00   0.000000  0.6276E+01 -0.9900E+02   0.021117   1.760000
  1198  9.52921378  0.61984E-12   0.814834   3.799217   7.337404   3.163660   0.00000   0.00000   0.00000   0.00000   2.58417  0.3693E+00  0.5974E+00  0.0000E+00 -0.2099E-02   0.174392   5.770849   0.839072    2.149030   3.887286   1.300000  0.0000E+00   0.000000  0.6275E+01 -0.9900E+02   0.020973   1.760000
  1199  9.52934413  0.56322E-12   0.815012   3.799147   7.337491   3.165063   0.00000   0.00000   0.00000   0.00000   2.58417  0.3690E+00  0.5978E+00  0.0000E+00 -0.2069E-02   0.174392   5.769829   0.839315    2.150159   3.886830   1.300000  0.0000E+00   0.000000  0.6275E+01 -0.9900E+02   0.020837   1.760000
  1200  9.52947375  0.51175E-12   0.815209   3.799078   7.337594   3.166511   0.00000   0.00000   0.00000   0.00000   2.58400  0.3687E+00  0.5984E+00  0.0000E+00 -0.2043E-02   0.174392   5.791003   0.832605    2.151330   3.886357   1.300000  0.0000E+00   0.000000  0.6275E+01 -0.9900E+02   0.026509   1.760000
  1201  9.52960257  0.46495E-12   0.815427   3.799014   7.337686   3.167970   0.00000   0.00000   0.00000   0.00000   2.58400  0.3682E+00  0.5988E+00  0.0000E+00 -0.1857E-02   0.174391   5.790075   0.832825    2.152506   3.885882   1.300000  0.0000E+00   0.000000  0.6274E+01 -0.9900E+02   0.024483   1.760000
  1202  9.52973052  0.42245E-12   0.815636   3.798951   7.337770   3.169442   0.00000   0.00000   0.00000   0.00000   2.58400  0.3677E+00  0.5992E+00  0.0000E+00 -0.1829E-02   0.174391   5.789169   0.833040    2.153645   3.885423   1.300000  0.0000E+00   0.000000  0.6274E+01 -0.9900E+02   0.023775   1.760000
  1203  9.52985766  0.38384E-12   0.815830   3.798889   7.337845   3.170920   0.00000   0.00000   0.00000   0.00000   2.58400  0.3673E+00  0.5997E+00  0.0000E+00 -0.1850E-02   0.174391   5.788258   0.833258    2.154749   3.884977   1.300000  0.0000E+00   0.000000  0.6273E+01 -0.9900E+02   0.023337   1.760000
  1204  9.52998403  0.34877E-12   0.816012   3.798824   7.337917   3.172404   0.00000   0.00000   0.00000   0.00000   2.58400  0.3669E+00  0.6004E+00  0.0000E+00 -0.1946E-02   0.174391   5.787320   0.833486    2.155840   3.884538   1.300000  0.0000E+00   0.000000  0.6273E+01 -0.9900E+02   0.023009   1.760000
  1205  9.53010968  0.31691E-12   0.816202   3.798760   7.337986   3.173889   0.00000   0.00000   0.00000   0.00000   2.58400  0.3664E+00  0.6008E+00  0.0000E+00 -0.1890E-02   0.174391   5.786391   0.833709    2.156947   3.884092   1.300000  0.0000E+00   0.000000  0.6273E+01 -0.9900E+02   0.022754   1.760000
  1206  9.53023462  0.28797E-12   0.816391   3.798696   7.338055   3.175380   0.00000   0.00000   0.00000   0.00000   2.58400  0.3659E+00  0.6013E+00  0.0000E+00 -0.1887E-02   0.174391   5.785466   0.833931    2.158051   3.883647   1.300000  0.0000E+00   0.000000  0.6272E+01 -0.9900E+02   0.022543   1.760000
  1207  9.53035888  0.26167E-12   0.816578   3.798632   7.338122   3.176873   0.00000   0.00000   0.00000   0.00000   2.58400  0.3655E+00  0.6017E+00  0.0000E+00 -0.1890E-02   0.174391   5.784542   0.834153    2.159151   3.883205   1.300000  0.0000E+00   0.000000  0.6272E+01 -0.9900E+02   0.022361   1.760000
  1208  9.53048247  0.23777E-12   0.816763   3.798568   7.338188   3.178369   0.00000   0.00000   0.00000   0.00000   2.58400  0.3650E+00  0.6022E+00  0.0000E+00 -0.1894E-02   0.174391   5.783616   0.834375    2.160247   3.882764   1.300000  0.0000E+00   0.000000  0.6271E+01 -0.9900E+02   0.026582   1.760000
  1209  9.53060540  0.21605E-12   0.816947   3.798505   7.338253   3.179867   0.00000   0.00000   0.00000   0.00000   2.58400  0.3646E+00  0.6027E+00  0.0000E+00 -0.1898E-02   0.174391   5.782689   0.834598    2.161341   3.882324   1.300000  0.0000E+00   0.000000  0.6271E+01 -0.9900E+02   0.025538   1.760000
  1210  9.53072768  0.19632E-12   0.817129   3.798441   7.338317   3.181365   0.00000   0.00000   0.00000   0.00000   2.58400  0.3642E+00  0.6031E+00  0.0000E+00 -0.1902E-02   0.174391   5.781758   0.834822    2.162432   3.881886   1.300000  0.0000E+00   0.000000  0.6271E+01 -0.9900E+02   0.024970   1.760000
  1211  9.53084932  0.17840E-12   0.817323   3.798381   7.338287   3.182659   0.00000   0.00000   0.00000   0.00000   2.58382  0.3635E+00  0.6030E+00  0.0000E+00 -0.1911E-02   0.174391   5.801043   0.828650    2.163508   3.881454   1.300000  0.0000E+00   0.000000  0.6270E+01 -0.9900E+02   0.024599   1.760000
  1212  9.53097034  0.16217E-12   0.817510   3.798326   7.338335   3.184003   0.00000   0.00000   0.00000   0.00000   2.58400  0.3632E+00  0.6033E+00  0.0000E+00 -0.1794E-02   0.178130   5.781004   0.835349    2.164520   3.881048   1.300000  0.0000E+00   0.000000  0.6270E+01 -0.9900E+02   0.021757   1.760000
  1213  9.53109126  0.14738E-12   0.817679   3.798265   7.338417   3.185359   0.00000   0.00000   0.00000   0.00000   2.58400  0.3629E+00  0.6040E+00  0.0000E+00 -0.1942E-02   0.178130   5.780106   0.835570    2.165553   3.880633   1.300000  0.0000E+00   0.000000  0.6269E+01 -0.9900E+02   0.021650   1.760000
  1214  9.53121166  0.13391E-12   0.817857   3.798202   7.338510   3.186728   0.00000   0.00000   0.00000   0.00000   2.58400  0.3624E+00  0.6044E+00  0.0000E+00 -0.1874E-02   0.178130   5.779200   0.835786    2.166620   3.880205   1.300000  0.0000E+00   0.000000  0.6269E+01 -0.9900E+02   0.021550   1.760000
  1215  9.53133142  0.12168E-12   0.818035   3.798140   7.338605   3.188118   0.00000   0.00000   0.00000   0.00000   2.58382  0.3620E+00  0.6049E+00  0.0000E+00 -0.1887E-02   0.178130   5.798421   0.829595    2.167688   3.879777   1.300000  0.0000E+00   0.000000  0.6269E+01 -0.9900E+02   0.029298   1.760000
  1216  9.53145048  0.11056E-12   0.818211   3.798078   7.338695   3.189527   0.00000   0.00000   0.00000   0.00000   2.58382  0.3616E+00  0.6053E+00  0.0000E+00 -0.1904E-02   0.178129   5.797532   0.829814    2.168741   3.879356   1.300000  0.0000E+00   0.000000  0.6268E+01 -0.9900E+02   0.025374   1.760000
  1217  9.53156886  0.10046E-12   0.818385   3.798016   7.338780   3.190951   0.00000   0.00000   0.00000   0.00000   2.58382  0.3611E+00  0.6058E+00  0.0000E+00 -0.1923E-02   0.178129   5.796636   0.830035    2.169793   3.878934   1.300000  0.0000E+00   0.000000  0.6268E+01 -0.9900E+02   0.024538   1.760000
  1218  9.53168656  0.91285E-13   0.818557   3.797954   7.338860   3.192389   0.00000   0.00000   0.00000   0.00000   2.58382  0.3607E+00  0.6063E+00  0.0000E+00 -0.1940E-02   0.178129   5.795733   0.830258    2.170848   3.878512   1.300000  0.0000E+00   0.000000  0.6267E+01 -0.9900E+02   0.024070   1.760000
  1219  9.53180362  0.82948E-13   0.818730   3.797891   7.338937   3.193836   0.00000   0.00000   0.00000   0.00000   2.58382  0.3603E+00  0.6068E+00  0.0000E+00 -0.1952E-02   0.178129   5.794826   0.830482    2.171907   3.878088   1.300000  0.0000E+00   0.000000  0.6267E+01 -0.9900E+02   0.023742   1.760000
  1220  9.53192006  0.75365E-13   0.818900   3.797830   7.338944   3.195159   0.00000   0.00000   0.00000   0.00000   2.58382  0.3597E+00  0.6069E+00  0.0000E+00 -0.2024E-02   0.178129   5.793939   0.830699    2.172948   3.877672   1.300000  0.0000E+00   0.000000  0.6267E+01 -0.9900E+02   0.023495   1.760000
  1221  9.53203576  0.68491E-13   0.819076   3.797769   7.339002   3.196525   0.00000   0.00000   0.00000   0.00000   2.58382  0.3593E+00  0.6072E+00  0.0000E+00 -0.1904E-02   0.178129   5.793073   0.830910    2.173993   3.877255   1.300000  0.0000E+00   0.000000  0.6266E+01 -0.9900E+02   0.023296   1.760000
  1222  9.53215099  0.62232E-13   0.819209   3.797702   7.339064   3.197874   0.00000   0.00000   0.00000   0.00000   2.58382  0.3591E+00  0.6083E+00  0.0000E+00 -0.2364E-02   0.178129   5.792094   0.831160    2.175000   3.876852   1.300000  0.0000E+00   0.000000  0.6266E+01 -0.9900E+02   0.030401   1.760000
  1223  9.53226554  0.56544E-13   0.819384   3.797637   7.339149   3.199251   0.00000   0.00000   0.00000   0.00000   2.58382  0.3586E+00  0.6085E+00  0.0000E+00 -0.2036E-02   0.178129   5.791151   0.831392    2.176092   3.876416   1.300000  0.0000E+00   0.000000  0.6266E+01 -0.9900E+02   0.026867   1.760000
  1224  9.53237939  0.51372E-13   0.819569   3.797573   7.339243   3.200651   0.00000   0.00000   0.00000   0.00000   2.58382  0.3582E+00  0.6089E+00  0.0000E+00 -0.1970E-02   0.178129   5.790239   0.831614    2.177191   3.875978   1.300000  0.0000E+00   0.000000  0.6265E+01 -0.9900E+02   0.026028   1.760000
  1225  9.53249244  0.46671E-13   0.819746   3.797511   7.339332   3.202064   0.00000   0.00000   0.00000   0.00000   2.58382  0.3578E+00  0.6093E+00  0.0000E+00 -0.1960E-02   0.178129   5.789336   0.831834    2.178265   3.875549   1.300000  0.0000E+00   0.000000  0.6265E+01 -0.9900E+02   0.025535   1.760000
  1226  9.53260466  0.42401E-13   0.819916   3.797449   7.339415   3.203485   0.00000   0.00000   0.00000   0.00000   2.58365  0.3574E+00  0.6098E+00  0.0000E+00 -0.1965E-02   0.178129   5.806906   0.826131    2.179306   3.875134   1.300000  0.0000E+00   0.000000  0.6264E+01 -0.9900E+02   0.025160   1.760000
  1227  9.53271606  0.38523E-13   0.820081   3.797390   7.339493   3.204915   0.00000   0.00000   0.00000   0.00000   2.58382  0.3569E+00  0.6102E+00  0.0000E+00 -0.1976E-02   0.181241   5.788298   0.832390    2.180311   3.874734   1.300000  0.0000E+00   0.000000  0.6264E+01 -0.9900E+02   0.022488   1.760000
  1228  9.53282668  0.34999E-13   0.820224   3.797324   7.339567   3.206344   0.00000   0.00000   0.00000   0.00000   2.58382  0.3566E+00  0.6112E+00  0.0000E+00 -0.2238E-02   0.181241   5.787342   0.832632    2.181334   3.874326   1.300000  0.0000E+00   0.000000  0.6264E+01 -0.9900E+02   0.022377   1.760000
  1229  9.53293653  0.31799E-13   0.820389   3.797260   7.339638   3.207772   0.00000   0.00000   0.00000   0.00000   2.58365  0.3561E+00  0.6116E+00  0.0000E+00 -0.2077E-02   0.181240   5.804845   0.826910    2.182399   3.873903   1.300000  0.0000E+00   0.000000  0.6263E+01 -0.9900E+02   0.028021   1.760000
  1230  9.53304565  0.28891E-13   0.820557   3.797197   7.339710   3.209205   0.00000   0.00000   0.00000   0.00000   2.58365  0.3557E+00  0.6120E+00  0.0000E+00 -0.2057E-02   0.181240   5.803945   0.827136    2.183448   3.873485   1.300000  0.0000E+00   0.000000  0.6263E+01 -0.9900E+02   0.025823   1.760000
  1231  9.53315404  0.26249E-13   0.820720   3.797135   7.339780   3.210638   0.00000   0.00000   0.00000   0.00000   2.58365  0.3553E+00  0.6124E+00  0.0000E+00 -0.2054E-02   0.181240   5.803049   0.827361    2.184485   3.873073   1.300000  0.0000E+00   0.000000  0.6263E+01 -0.9900E+02   0.025127   1.760000
  1232  9.53326171  0.23849E-13   0.820880   3.797073   7.339848   3.212072   0.00000   0.00000   0.00000   0.00000   2.58365  0.3548E+00  0.6129E+00  0.0000E+00 -0.2058E-02   0.181240   5.802154   0.827586    2.185511   3.872665   1.300000  0.0000E+00   0.000000  0.6262E+01 -0.9900E+02   0.024712   1.760000
  1233  9.53336868  0.21669E-13   0.821036   3.797010   7.339916   3.213509   0.00000   0.00000   0.00000   0.00000   2.58365  0.3544E+00  0.6134E+00  0.0000E+00 -0.2098E-02   0.181240   5.801251   0.827814    2.186534   3.872258   1.300000  0.0000E+00   0.000000  0.6262E+01 -0.9900E+02   0.024411   1.760000
  1234  9.53347495  0.19687E-13   0.821193   3.796948   7.339982   3.214942   0.00000   0.00000   0.00000   0.00000   2.58365  0.3540E+00  0.6139E+00  0.0000E+00 -0.2079E-02   0.181240   5.800347   0.828042    2.187556   3.871852   1.300000  0.0000E+00   0.000000  0.6261E+01 -0.9900E+02   0.024174   1.760000
  1235  9.53358052  0.17888E-13   0.821348   3.796886   7.340047   3.216374   0.00000   0.00000   0.00000   0.00000   2.58365  0.3536E+00  0.6143E+00  0.0000E+00 -0.2081E-02   0.181240   5.799448   0.828269    2.188575   3.871448   1.300000  0.0000E+00   0.000000  0.6261E+01 -0.9900E+02   0.023977   1.760000
  1236  9.53368542  0.16252E-13   0.821502   3.796824   7.340111   3.217806   0.00000   0.00000   0.00000   0.00000   2.58365  0.3532E+00  0.6147E+00  0.0000E+00 -0.2086E-02   0.181240   5.798549   0.828495    2.189589   3.871046   1.300000  0.0000E+00   0.000000  0.6261E+01 -0.9900E+02   0.027978   1.760000
  1237  9.53378965  0.14767E-13   0.821654   3.796761   7.340175   3.219238   0.00000   0.00000   0.00000   0.00000   2.58365  0.3528E+00  0.6152E+00  0.0000E+00 -0.2091E-02   0.181240   5.797650   0.828721    2.190599   3.870645   1.300000  0.0000E+00   0.000000  0.6260E+01 -0.9900E+02   0.026920   1.760000
  1238  9.53389321  0.13417E-13   0.821805   3.796699   7.340239   3.220668   0.00000   0.00000   0.00000   0.00000   2.58365  0.3524E+00  0.6156E+00  0.0000E+00 -0.2097E-02   0.181240   5.796751   0.828948    2.191608   3.870245   1.300000  0.0000E+00   0.000000  0.6260E+01 -0.9900E+02   0.026363   1.760000
  1239  9.53399611  0.12190E-13   0.821954   3.796638   7.340302   3.222096   0.00000   0.00000   0.00000   0.00000   2.58348  0.3520E+00  0.6161E+00  0.0000E+00 -0.2103E-02   0.181240   5.812897   0.823638    2.192600   3.869852   1.300000  0.0000E+00   0.000000  0.6260E+01 -0.9900E+02   0.025960   1.760000
  1240  9.53409837  0.11076E-13   0.822102   3.796580   7.340365   3.223523   0.00000   0.00000   0.00000   0.00000   2.58365  0.3515E+00  0.6165E+00  0.0000E+00 -0.2114E-02   0.183896   5.795588   0.829505    2.193562   3.869471   1.300000  0.0000E+00   0.000000  0.6259E+01 -0.9900E+02   0.023320   1.760000
  1241  9.53419997  0.10063E-13   0.822247   3.796518   7.340427   3.224947   0.00000   0.00000   0.00000   0.00000   2.58365  0.3511E+00  0.6170E+00  0.0000E+00 -0.2132E-02   0.183896   5.794691   0.829733    2.194558   3.869077   1.300000  0.0000E+00   0.000000  0.6259E+01 -0.9900E+02   0.023211   1.760000
