#   NMOD   LOG(T)      H/HE      LOG L/Ls    LOG TE    LOG TC  LOG RHOc     TMAX     MTMAX     M-CC    M-HEC      M-CE     L-PP      L-CNO       L-3A       L-GRA    HE_SUP  LOGTce   GICO    R/Rsun  LOG(g)   M/Msun      mdot   log (L+Lacc)/Ls  Lacc/Ls      Lacc/L      log tkh   log tacc   log t(d)   log t(li6)   log t(li7)    t_conv(glob)    RCE/Rtot      CP_T     Mix.Len.
  1384  9.68772667  0.47093E-20   0.70236   3.76580   7.34183   3.42872   0.00000   0.00000  0.00000  0.00000   2.42892  0.331E+00  0.637E+00  0.000E+00 -0.361E-02  0.2059  6.0141  0.0000   2.2021  3.8421  1.230000  0.000E+00  7.02359E-01  0.00000E+00  0.00000E+00    6.32931  -99.00000  -99.00000  -99.00000  -99.00000        6.948292E-02    0.73916  4.347625E+45  2.000000E+00
  1385  9.68782590  0.39168E-20   0.70260   3.76658   7.34198   3.43118   0.00000   0.00000  0.00000  0.00000   2.42762  0.330E+00  0.638E+00  0.000E+00 -0.335E-02  0.2059  6.0271  0.0000   2.1948  3.8450  1.230000  0.000E+00  7.02598E-01  0.00000E+00  0.00000E+00    6.33051  -99.00000  -99.00000  -99.00000  -99.00000        7.178464E-02    0.73411  4.307584E+45  2.000000E+00
  1386  9.68792397  0.32574E-20   0.70255   3.76656   7.34214   3.43363   0.00000   0.00000  0.00000  0.00000   2.42762  0.330E+00  0.638E+00  0.000E+00 -0.358E-02  0.2079  6.0257  0.0000   2.1949  3.8449  1.230000  0.000E+00  7.02554E-01  0.00000E+00  0.00000E+00    6.33054  -99.00000  -99.00000  -99.00000  -99.00000        9.265543E-02    0.73498  4.785563E+45  2.000000E+00
  1387  9.68802083  0.27088E-20   0.70254   3.76632   7.34230   3.43607   0.00000   0.00000  0.00000  0.00000   2.42762  0.329E+00  0.639E+00  0.000E+00 -0.371E-02  0.2079  6.0247  0.0000   2.1973  3.8440  1.230000  0.000E+00  7.02544E-01  0.00000E+00  0.00000E+00    6.33007  -99.00000  -99.00000  -99.00000  -99.00000        7.564410E-02    0.73521  4.774682E+45  2.000000E+00
  1388  9.68811647  0.22526E-20   0.70265   3.76618   7.34233   3.43829   0.00000   0.00000  0.00000  0.00000   2.42762  0.328E+00  0.640E+00  0.000E+00 -0.335E-02  0.2079  6.0235  0.0000   2.1990  3.8433  1.230000  0.000E+00  7.02651E-01  0.00000E+00  0.00000E+00    6.32963  -99.00000  -99.00000  -99.00000  -99.00000        7.250754E-02    0.73560  5.782971E+45  2.000000E+00
  1389  9.68821090  0.18747E-20   0.70272   3.76604   7.34244   3.44064   0.00000   0.00000  0.00000  0.00000   2.42762  0.328E+00  0.640E+00  0.000E+00 -0.350E-02  0.2079  6.0223  0.0000   2.2005  3.8427  1.230000  0.000E+00  7.02717E-01  0.00000E+00  0.00000E+00    6.32925  -99.00000  -99.00000  -99.00000  -99.00000        7.107190E-02    0.73600  4.748728E+45  2.000000E+00
  1390  9.68830457  0.15596E-20   0.70271   3.76590   7.34254   3.44295   0.00000   0.00000  0.00000  0.00000   2.42762  0.327E+00  0.642E+00  0.000E+00 -0.403E-02  0.2079  6.0210  0.0000   2.2020  3.8421  1.230000  0.000E+00  7.02712E-01  0.00000E+00  0.00000E+00    6.32896  -99.00000  -99.00000  -99.00000  -99.00000        7.006687E-02    0.73643  5.236230E+45  2.000000E+00
  1391  9.68839727  0.12975E-20   0.70274   3.76575   7.34267   3.44527   0.00000   0.00000  0.00000  0.00000   2.42762  0.327E+00  0.642E+00  0.000E+00 -0.378E-02  0.2079  6.0197  0.0000   2.2036  3.8415  1.230000  0.000E+00  7.02736E-01  0.00000E+00  0.00000E+00    6.32863  -99.00000  -99.00000  -99.00000  -99.00000        7.912069E-02    0.73685  4.721714E+45  2.000000E+00
  1392  9.68848903  0.10793E-20   0.70277   3.76560   7.34283   3.44759   0.00000   0.00000  0.00000  0.00000   2.42762  0.326E+00  0.643E+00  0.000E+00 -0.374E-02  0.2079  6.0185  0.0000   2.2052  3.8408  1.230000  0.000E+00  7.02774E-01  0.00000E+00  0.00000E+00    6.32827  -99.00000  -99.00000  -99.00000  -99.00000        7.641978E-02    0.73727  4.708522E+45  2.000000E+00
  1393  9.68857978  0.89762E-21   0.70281   3.76545   7.34299   3.44990   0.00000   0.00000  0.00000  0.00000   2.42632  0.325E+00  0.644E+00  0.000E+00 -0.376E-02  0.2079  6.0334  0.0000   2.2068  3.8402  1.230000  0.000E+00  7.02807E-01  0.00000E+00  0.00000E+00    6.32793  -99.00000  -99.00000  -99.00000  -99.00000        7.490898E-02    0.73053  4.695440E+45  2.000000E+00
  1394  9.68866944  0.74650E-21   0.70283   3.76535   7.34316   3.45218   0.00000   0.00000  0.00000  0.00000   2.42762  0.325E+00  0.645E+00  0.000E+00 -0.394E-02  0.2097  6.0162  0.0000   2.2079  3.8398  1.230000  0.000E+00  7.02826E-01  0.00000E+00  0.00000E+00    6.32769  -99.00000  -99.00000  -99.00000  -99.00000        6.775263E-02    0.73833  5.696493E+45  2.000000E+00
  1395  9.68875800  0.62080E-21   0.70284   3.76520   7.34332   3.45444   0.00000   0.00000  0.00000  0.00000   2.42762  0.324E+00  0.646E+00  0.000E+00 -0.387E-02  0.2097  6.0149  0.0000   2.2095  3.8392  1.230000  0.000E+00  7.02842E-01  0.00000E+00  0.00000E+00    6.32737  -99.00000  -99.00000  -99.00000  -99.00000        6.735583E-02    0.73874  4.665688E+45  2.000000E+00
  1396  9.68884547  0.51626E-21   0.70287   3.76505   7.34350   3.45669   0.00000   0.00000  0.00000  0.00000   2.42632  0.323E+00  0.646E+00  0.000E+00 -0.388E-02  0.2097  6.0298  0.0000   2.2110  3.8386  1.230000  0.000E+00  7.02866E-01  0.00000E+00  0.00000E+00    6.32704  -99.00000  -99.00000  -99.00000  -99.00000        7.711828E-02    0.73195  4.653004E+45  2.000000E+00
  1397  9.68893184  0.42933E-21   0.70288   3.76491   7.34367   3.45893   0.00000   0.00000  0.00000  0.00000   2.42632  0.323E+00  0.647E+00  0.000E+00 -0.390E-02  0.2097  6.0286  0.0000   2.2125  3.8380  1.230000  0.000E+00  7.02885E-01  0.00000E+00  0.00000E+00    6.32673  -99.00000  -99.00000  -99.00000  -99.00000        7.434020E-02    0.73236  5.141064E+45  2.000000E+00
  1398  9.68901713  0.35703E-21   0.70290   3.76476   7.34384   3.46115   0.00000   0.00000  0.00000  0.00000   2.42632  0.322E+00  0.648E+00  0.000E+00 -0.393E-02  0.2097  6.0274  0.0000   2.2140  3.8374  1.230000  0.000E+00  7.02899E-01  0.00000E+00  0.00000E+00    6.32642  -99.00000  -99.00000  -99.00000  -99.00000        7.298602E-02    0.73277  5.127138E+45  2.000000E+00
  1399  9.68910134  0.29690E-21   0.70293   3.76463   7.34392   3.46322   0.00000   0.00000  0.00000  0.00000   2.42632  0.321E+00  0.648E+00  0.000E+00 -0.397E-02  0.2097  6.0262  0.0000   2.2155  3.8368  1.230000  0.000E+00  7.02931E-01  0.00000E+00  0.00000E+00    6.32610  -99.00000  -99.00000  -99.00000  -99.00000        8.792581E-02    0.73316  4.616010E+45  2.000000E+00
  1400  9.68918450  0.24704E-21   0.70296   3.76449   7.34404   3.46534   0.00000   0.00000  0.00000  0.00000   2.42632  0.321E+00  0.648E+00  0.000E+00 -0.380E-02  0.2097  6.0251  0.0000   2.2169  3.8362  1.230000  0.000E+00  7.02963E-01  0.00000E+00  0.00000E+00    6.32578  -99.00000  -99.00000  -99.00000  -99.00000        8.030517E-02    0.73355  5.100502E+45  2.000000E+00
  1401  9.68926689  0.20552E-21   0.70298   3.76436   7.34418   3.46748   0.00000   0.00000  0.00000  0.00000   2.42632  0.320E+00  0.649E+00  0.000E+00 -0.382E-02  0.2097  6.0240  0.0000   2.2184  3.8357  1.230000  0.000E+00  7.02980E-01  0.00000E+00  0.00000E+00    6.32548  -99.00000  -99.00000  -99.00000  -99.00000        7.817997E-02    0.73394  5.087470E+45  2.000000E+00
  1402  9.68934844  0.17096E-21   0.70299   3.76422   7.34433   3.46961   0.00000   0.00000  0.00000  0.00000   2.42502  0.319E+00  0.650E+00  0.000E+00 -0.391E-02  0.2097  6.0380  0.0000   2.2198  3.8351  1.230000  0.000E+00  7.02985E-01  0.00000E+00  0.00000E+00    6.32520  -99.00000  -99.00000  -99.00000  -99.00000        7.682673E-02    0.72753  5.576917E+45  2.000000E+00
  1403  9.68942910  0.14220E-21   0.70295   3.76412   7.34439   3.47157   0.00000   0.00000  0.00000  0.00000   2.42632  0.319E+00  0.651E+00  0.000E+00 -0.477E-02  0.2113  6.0218  0.0000   2.2207  3.8347  1.230000  0.000E+00  7.02949E-01  0.00000E+00  0.00000E+00    6.32505  -99.00000  -99.00000  -99.00000  -99.00000        6.990288E-02    0.73496  5.567343E+45  2.000000E+00
  1404  9.68950884  0.11833E-21   0.70294   3.76397   7.34452   3.47362   0.00000   0.00000  0.00000  0.00000   2.42502  0.318E+00  0.651E+00  0.000E+00 -0.418E-02  0.2113  6.0357  0.0000   2.2222  3.8342  1.230000  0.000E+00  7.02939E-01  0.00000E+00  0.00000E+00    6.32478  -99.00000  -99.00000  -99.00000  -99.00000        1.279461E-01    0.72853  5.043570E+45  2.000000E+00
  1405  9.68958790  0.98445E-22   0.70299   3.76393   7.34469   3.47570   0.00000   0.00000  0.00000  0.00000   2.42502  0.318E+00  0.651E+00  0.000E+00 -0.400E-02  0.2113  6.0343  0.0000   2.2228  3.8339  1.230000  0.000E+00  7.02991E-01  0.00000E+00  0.00000E+00    6.32461  -99.00000  -99.00000  -99.00000  -99.00000        7.709100E-02    0.72911  5.535040E+45  2.000000E+00
  1406  9.68966616  0.81883E-22   0.70325   3.76468   7.34485   3.47777   0.00000   0.00000  0.00000  0.00000   2.42372  0.317E+00  0.652E+00  0.000E+00 -0.366E-02  0.2113  6.0451  0.0000   2.2157  3.8367  1.230000  0.000E+00  7.03247E-01  0.00000E+00  0.00000E+00    6.32574  -99.00000  -99.00000  -99.00000  -99.00000        7.839334E-02    0.72494  5.491273E+45  2.000000E+00
  1407  9.68974353  0.68103E-22   0.70312   3.76456   7.34502   3.47982   0.00000   0.00000  0.00000  0.00000   2.42502  0.317E+00  0.653E+00  0.000E+00 -0.398E-02  0.2127  6.0298  0.0000   2.2167  3.8363  1.230000  0.000E+00  7.03123E-01  0.00000E+00  0.00000E+00    6.32567  -99.00000  -99.00000  -99.00000  -99.00000        7.176381E-02    0.73197  5.993081E+45  2.000000E+00
  1408  9.68981999  0.56639E-22   0.70311   3.76442   7.34520   3.48187   0.00000   0.00000  0.00000  0.00000   2.42372  0.316E+00  0.653E+00  0.000E+00 -0.406E-02  0.2127  6.0430  0.0000   2.2180  3.8358  1.230000  0.000E+00  7.03105E-01  0.00000E+00  0.00000E+00    6.32543  -99.00000  -99.00000  -99.00000  -99.00000        9.122038E-02    0.72585  5.460709E+45  2.000000E+00
  1409  9.68989554  0.47105E-22   0.70309   3.76429   7.34538   3.48390   0.00000   0.00000  0.00000  0.00000   2.42372  0.316E+00  0.654E+00  0.000E+00 -0.413E-02  0.2127  6.0420  0.0000   2.2194  3.8353  1.230000  0.000E+00  7.03092E-01  0.00000E+00  0.00000E+00    6.32518  -99.00000  -99.00000  -99.00000  -99.00000        7.994933E-02    0.72625  5.962702E+45  2.000000E+00
  1410  9.68997016  0.39175E-22   0.70308   3.76416   7.34555   3.48593   0.00000   0.00000  0.00000  0.00000   2.42372  0.315E+00  0.655E+00  0.000E+00 -0.417E-02  0.2127  6.0410  0.0000   2.2207  3.8348  1.230000  0.000E+00  7.03082E-01  0.00000E+00  0.00000E+00    6.32493  -99.00000  -99.00000  -99.00000  -99.00000        7.787145E-02    0.72666  5.947423E+45  2.000000E+00
  1411  9.69004389  0.32579E-22   0.70307   3.76402   7.34573   3.48795   0.00000   0.00000  0.00000  0.00000   2.42372  0.314E+00  0.655E+00  0.000E+00 -0.421E-02  0.2127  6.0401  0.0000   2.2220  3.8342  1.230000  0.000E+00  7.03071E-01  0.00000E+00  0.00000E+00    6.32468  -99.00000  -99.00000  -99.00000  -99.00000        7.669250E-02    0.72706  5.932172E+45  2.000000E+00
  1412  9.69011671  0.27095E-22   0.70307   3.76389   7.34591   3.48996   0.00000   0.00000  0.00000  0.00000   2.42372  0.314E+00  0.656E+00  0.000E+00 -0.422E-02  0.2127  6.0385  0.0000   2.2233  3.8337  1.230000  0.000E+00  7.03073E-01  0.00000E+00  0.00000E+00    6.32442  -99.00000  -99.00000  -99.00000  -99.00000        8.520803E-02    0.72740  5.918485E+45  2.000000E+00
  1413  9.69018865  0.22534E-22   0.70309   3.76387   7.34609   3.49196   0.00000   0.00000  0.00000  0.00000   2.42372  0.313E+00  0.657E+00  0.000E+00 -0.423E-02  0.2127  6.0371  0.0000   2.2236  3.8336  1.230000  0.000E+00  7.03088E-01  0.00000E+00  0.00000E+00    6.32435  -99.00000  -99.00000  -99.00000  -99.00000        8.145440E-02    0.72802  5.900015E+45  2.000000E+00
  1414  9.69025971  0.18740E-22   0.70308   3.76383   7.34626   3.49394   0.00000   0.00000  0.00000  0.00000   2.42242  0.313E+00  0.658E+00  0.000E+00 -0.437E-02  0.2127  6.0494  0.0000   2.2240  3.8334  1.230000  0.000E+00  7.03077E-01  0.00000E+00  0.00000E+00    6.32428  -99.00000  -99.00000  -99.00000  -99.00000        7.970605E-02    0.72241  6.398724E+45  2.000000E+00
  1415  9.69032992  0.15586E-22   0.70298   3.76352   7.34643   3.49590   0.00000   0.00000  0.00000  0.00000   2.42372  0.312E+00  0.658E+00  0.000E+00 -0.447E-02  0.2140  6.0353  0.0000   2.2269  3.8323  1.230000  0.000E+00  7.02979E-01  0.00000E+00  0.00000E+00    6.32382  -99.00000  -99.00000  -99.00000  -99.00000        7.396472E-02    0.72874  6.395509E+45  2.000000E+00
  1416  9.69039930  0.12963E-22   0.70299   3.76339   7.34661   3.49786   0.00000   0.00000  0.00000  0.00000   2.42372  0.311E+00  0.659E+00  0.000E+00 -0.442E-02  0.2140  6.0342  0.0000   2.2283  3.8318  1.230000  0.000E+00  7.02989E-01  0.00000E+00  0.00000E+00    6.32354  -99.00000  -99.00000  -99.00000  -99.00000        7.355665E-02    0.72912  5.856983E+45  2.000000E+00
  1417  9.69046785  0.10781E-22   0.70298   3.76326   7.34678   3.49981   0.00000   0.00000  0.00000  0.00000   2.42242  0.311E+00  0.659E+00  0.000E+00 -0.443E-02  0.2140  6.0468  0.0000   2.2296  3.8313  1.230000  0.000E+00  7.02977E-01  0.00000E+00  0.00000E+00    6.32330  -99.00000  -99.00000  -99.00000  -99.00000        8.284496E-02    0.72327  5.842878E+45  2.000000E+00
  1418  9.69053558  0.89666E-23   0.70296   3.76313   7.34695   3.50175   0.00000   0.00000  0.00000  0.00000   2.42242  0.310E+00  0.660E+00  0.000E+00 -0.446E-02  0.2140  6.0457  0.0000   2.2309  3.8308  1.230000  0.000E+00  7.02959E-01  0.00000E+00  0.00000E+00    6.32306  -99.00000  -99.00000  -99.00000  -99.00000        8.017332E-02    0.72365  6.349112E+45  2.000000E+00
  1419  9.69060252  0.74576E-23   0.70294   3.76300   7.34709   3.50363   0.00000   0.00000  0.00000  0.00000   2.42242  0.310E+00  0.660E+00  0.000E+00 -0.451E-02  0.2140  6.0446  0.0000   2.2322  3.8303  1.230000  0.000E+00  7.02943E-01  0.00000E+00  0.00000E+00    6.32283  -99.00000  -99.00000  -99.00000  -99.00000        7.887343E-02    0.72402  5.815280E+45  2.000000E+00
  1420  9.69066868  0.62038E-23   0.70293   3.76288   7.34724   3.50553   0.00000   0.00000  0.00000  0.00000   2.42242  0.309E+00  0.661E+00  0.000E+00 -0.446E-02  0.2140  6.0436  0.0000   2.2334  3.8298  1.230000  0.000E+00  7.02927E-01  0.00000E+00  0.00000E+00    6.32261  -99.00000  -99.00000  -99.00000  -99.00000        8.840039E-02    0.72440  6.319091E+45  2.000000E+00
  1421  9.69073413  0.51606E-23   0.70289   3.76275   7.34740   3.50741   0.00000   0.00000  0.00000  0.00000   2.42242  0.309E+00  0.662E+00  0.000E+00 -0.466E-02  0.2140  6.0425  0.0000   2.2346  3.8293  1.230000  0.000E+00  7.02890E-01  0.00000E+00  0.00000E+00    6.32240  -99.00000  -99.00000  -99.00000  -99.00000        8.491746E-02    0.72476  6.827718E+45  2.000000E+00
  1422  9.69079888  0.42927E-23   0.70286   3.76262   7.34755   3.50930   0.00000   0.00000  0.00000  0.00000   2.42242  0.308E+00  0.662E+00  0.000E+00 -0.460E-02  0.2140  6.0415  0.0000   2.2359  3.8288  1.230000  0.000E+00  7.02857E-01  0.00000E+00  0.00000E+00    6.32220  -99.00000  -99.00000  -99.00000  -99.00000        8.319939E-02    0.72515  6.289156E+45  2.000000E+00
  1423  9.69086293  0.35707E-23   0.70283   3.76250   7.34772   3.51118   0.00000   0.00000  0.00000  0.00000   2.42112  0.308E+00  0.663E+00  0.000E+00 -0.457E-02  0.2140  6.0534  0.0000   2.2371  3.8284  1.230000  0.000E+00  7.02833E-01  0.00000E+00  0.00000E+00    6.32198  -99.00000  -99.00000  -99.00000  -99.00000        8.203184E-02    0.71959  6.274699E+45  2.000000E+00
  1424  9.69092627  0.29701E-23   0.70281   3.76240   7.34788   3.51306   0.00000   0.00000  0.00000  0.00000   2.42242  0.307E+00  0.663E+00  0.000E+00 -0.460E-02  0.2152  6.0395  0.0000   2.2380  3.8280  1.230000  0.000E+00  7.02809E-01  0.00000E+00  0.00000E+00    6.32183  -99.00000  -99.00000  -99.00000  -99.00000        7.576029E-02    0.72606  6.784591E+45  2.000000E+00
  1425  9.69098890  0.24704E-23   0.70278   3.76227   7.34805   3.51493   0.00000   0.00000  0.00000  0.00000   2.42112  0.307E+00  0.664E+00  0.000E+00 -0.464E-02  0.2152  6.0514  0.0000   2.2392  3.8275  1.230000  0.000E+00  7.02776E-01  0.00000E+00  0.00000E+00    6.32162  -99.00000  -99.00000  -99.00000  -99.00000        8.638921E-02    0.72046  6.241894E+45  2.000000E+00
  1426  9.69105082  0.20548E-23   0.70275   3.76215   7.34822   3.51679   0.00000   0.00000  0.00000  0.00000   2.42112  0.306E+00  0.664E+00  0.000E+00 -0.467E-02  0.2152  6.0504  0.0000   2.2404  3.8271  1.230000  0.000E+00  7.02746E-01  0.00000E+00  0.00000E+00    6.32142  -99.00000  -99.00000  -99.00000  -99.00000        8.266662E-02    0.72083  6.753321E+45  2.000000E+00
  1427  9.69111205  0.17091E-23   0.70271   3.76203   7.34838   3.51863   0.00000   0.00000  0.00000  0.00000   2.42112  0.306E+00  0.665E+00  0.000E+00 -0.475E-02  0.2152  6.0493  0.0000   2.2416  3.8266  1.230000  0.000E+00  7.02709E-01  0.00000E+00  0.00000E+00    6.32123  -99.00000  -99.00000  -99.00000  -99.00000        8.116674E-02    0.72120  7.269020E+45  2.000000E+00
  1428  9.69117258  0.14216E-23   0.70267   3.76190   7.34855   3.52047   0.00000   0.00000  0.00000  0.00000   2.42112  0.305E+00  0.666E+00  0.000E+00 -0.475E-02  0.2152  6.0483  0.0000   2.2428  3.8261  1.230000  0.000E+00  7.02673E-01  0.00000E+00  0.00000E+00    6.32103  -99.00000  -99.00000  -99.00000  -99.00000        9.472948E-02    0.72156  6.722487E+45  2.000000E+00
  1429  9.69123243  0.11825E-23   0.70264   3.76177   7.34871   3.52229   0.00000   0.00000  0.00000  0.00000   2.42112  0.304E+00  0.666E+00  0.000E+00 -0.476E-02  0.2152  6.0473  0.0000   2.2440  3.8257  1.230000  0.000E+00  7.02637E-01  0.00000E+00  0.00000E+00    6.32083  -99.00000  -99.00000  -99.00000  -99.00000        8.930499E-02    0.72191  6.707355E+45  2.000000E+00
  1430  9.69129161  0.98358E-24   0.70260   3.76165   7.34887   3.52410   0.00000   0.00000  0.00000  0.00000   2.42112  0.304E+00  0.667E+00  0.000E+00 -0.477E-02  0.2152  6.0463  0.0000   2.2453  3.8252  1.230000  0.000E+00  7.02603E-01  0.00000E+00  0.00000E+00    6.32063  -99.00000  -99.00000  -99.00000  -99.00000        8.715991E-02    0.72227  6.692338E+45  2.000000E+00
  1431  9.69135013  0.81816E-24   0.70257   3.76152   7.34903   3.52590   0.00000   0.00000  0.00000  0.00000   2.41981  0.303E+00  0.667E+00  0.000E+00 -0.479E-02  0.2152  6.0577  0.0000   2.2465  3.8247  1.230000  0.000E+00  7.02570E-01  0.00000E+00  0.00000E+00    6.32043  -99.00000  -99.00000  -99.00000  -99.00000        8.575217E-02    0.71692  6.677680E+45  2.000000E+00
  1432  9.69140802  0.68057E-24   0.70254   3.76143   7.34919   3.52769   0.00000   0.00000  0.00000  0.00000   2.42112  0.303E+00  0.668E+00  0.000E+00 -0.480E-02  0.2163  6.0444  0.0000   2.2474  3.8244  1.230000  0.000E+00  7.02538E-01  0.00000E+00  0.00000E+00    6.32028  -99.00000  -99.00000  -99.00000  -99.00000        7.794464E-02    0.72313  7.192844E+45  2.000000E+00
  1433  9.69146528  0.56613E-24   0.70250   3.76130   7.34935   3.52947   0.00000   0.00000  0.00000  0.00000   2.41981  0.302E+00  0.668E+00  0.000E+00 -0.484E-02  0.2163  6.0558  0.0000   2.2485  3.8239  1.230000  0.000E+00  7.02495E-01  0.00000E+00  0.00000E+00    6.32010  -99.00000  -99.00000  -99.00000  -99.00000        9.564227E-02    0.71776  6.644650E+45  2.000000E+00
  1434  9.69152191  0.47093E-24   0.70250   3.76127   7.34950   3.53124   0.00000   0.00000  0.00000  0.00000   2.41981  0.302E+00  0.669E+00  0.000E+00 -0.479E-02  0.2163  6.0546  0.0000   2.2488  3.8238  1.230000  0.000E+00  7.02495E-01  0.00000E+00  0.00000E+00    6.32004  -99.00000  -99.00000  -99.00000  -99.00000        8.613529E-02    0.71829  7.157878E+45  2.000000E+00
  1435  9.69157794  0.39175E-24   0.70279   3.76204   7.34965   3.53298   0.00000   0.00000  0.00000  0.00000   2.41819  0.301E+00  0.669E+00  0.000E+00 -0.428E-02  0.2163  6.0662  0.0000   2.2417  3.8266  1.230000  0.000E+00  7.02786E-01  0.00000E+00  0.00000E+00    6.32113  -99.00000  -99.00000  -99.00000  -99.00000        8.813638E-02    0.71362  7.108932E+45  2.000000E+00
  1436  9.69163338  0.32590E-24   0.70259   3.76202   7.34980   3.53470   0.00000   0.00000  0.00000  0.00000   2.41981  0.301E+00  0.670E+00  0.000E+00 -0.468E-02  0.2176  6.0503  0.0000   2.2414  3.8267  1.230000  0.000E+00  7.02593E-01  0.00000E+00  0.00000E+00    6.32138  -99.00000  -99.00000  -99.00000  -99.00000        8.012149E-02    0.72114  7.763738E+45  2.000000E+00
  1437  9.69168824  0.27112E-24   0.70250   3.76190   7.34995   3.53641   0.00000   0.00000  0.00000  0.00000   2.41819  0.300E+00  0.671E+00  0.000E+00 -0.483E-02  0.2176  6.0641  0.0000   2.2424  3.8263  1.230000  0.000E+00  7.02500E-01  0.00000E+00  0.00000E+00    6.32128  -99.00000  -99.00000  -99.00000  -99.00000        9.293097E-02    0.71466  7.071423E+45  2.000000E+00
  1438  9.69174254  0.22555E-24   0.70240   3.76169   7.35010   3.53811   0.00000   0.00000  0.00000  0.00000   2.41819  0.300E+00  0.671E+00  0.000E+00 -0.496E-02  0.2176  6.0635  0.0000   2.2443  3.8256  1.230000  0.000E+00  7.02404E-01  0.00000E+00  0.00000E+00    6.32101  -99.00000  -99.00000  -99.00000  -99.00000        9.022390E-02    0.71483  7.734279E+45  2.000000E+00
  1439  9.69179629  0.18764E-24   0.70238   3.76162   7.35025   3.53980   0.00000   0.00000  0.00000  0.00000   2.41819  0.299E+00  0.672E+00  0.000E+00 -0.519E-02  0.2176  6.0626  0.0000   2.2449  3.8253  1.230000  0.000E+00  7.02379E-01  0.00000E+00  0.00000E+00    6.32092  -99.00000  -99.00000  -99.00000  -99.00000        8.734141E-02    0.71529  8.400148E+45  2.000000E+00
  1440  9.69184948  0.15610E-24   0.70234   3.76156   7.35039   3.54148   0.00000   0.00000  0.00000  0.00000   2.41819  0.299E+00  0.673E+00  0.000E+00 -0.504E-02  0.2176  6.0616  0.0000   2.2454  3.8251  1.230000  0.000E+00  7.02339E-01  0.00000E+00  0.00000E+00    6.32086  -99.00000  -99.00000  -99.00000  -99.00000        8.576274E-02    0.71579  7.695846E+45  2.000000E+00
  1441  9.69190213  0.12987E-24   0.70226   3.76138   7.35046   3.54303   0.00000   0.00000  0.00000  0.00000   2.41819  0.298E+00  0.672E+00  0.000E+00 -0.529E-02  0.2176  6.0609  0.0000   2.2471  3.8245  1.230000  0.000E+00  7.02262E-01  0.00000E+00  0.00000E+00    6.32061  -99.00000  -99.00000  -99.00000  -99.00000        8.524653E-02    0.71600  7.012252E+45  2.000000E+00
  1442  9.69195425  0.10809E-24   0.70225   3.76127   7.35056   3.54463   0.00000   0.00000  0.00000  0.00000   2.41819  0.298E+00  0.673E+00  0.000E+00 -0.493E-02  0.2176  6.0602  0.0000   2.2482  3.8240  1.230000  0.000E+00  7.02255E-01  0.00000E+00  0.00000E+00    6.32040  -99.00000  -99.00000  -99.00000  -99.00000        8.455505E-02    0.71634  7.666396E+45  2.000000E+00
  1443  9.69200599  0.89954E-25   0.70228   3.76120   7.35068   3.54624   0.00000   0.00000  0.00000  0.00000   2.41819  0.297E+00  0.673E+00  0.000E+00 -0.478E-02  0.2176  6.0585  0.0000   2.2490  3.8237  1.230000  0.000E+00  7.02276E-01  0.00000E+00  0.00000E+00    6.32023  -99.00000  -99.00000  -99.00000  -99.00000        9.290065E-02    0.71663  7.652259E+45  2.000000E+00
  1444  9.69205731  0.74854E-25   0.70226   3.76118   7.35081   3.54785   0.00000   0.00000  0.00000  0.00000   2.41656  0.297E+00  0.673E+00  0.000E+00 -0.477E-02  0.2176  6.0714  0.0000   2.2492  3.8237  1.230000  0.000E+00  7.02263E-01  0.00000E+00  0.00000E+00    6.32020  -99.00000  -99.00000  -99.00000  -99.00000        9.040830E-02    0.71063  7.633730E+45  2.000000E+00
  1445  9.69210818  0.62285E-25   0.70216   3.76100   7.35094   3.54945   0.00000   0.00000  0.00000  0.00000   2.41819  0.297E+00  0.674E+00  0.000E+00 -0.492E-02  0.2188  6.0569  0.0000   2.2508  3.8231  1.230000  0.000E+00  7.02163E-01  0.00000E+00  0.00000E+00    6.32000  -99.00000  -99.00000  -99.00000  -99.00000        8.278003E-02    0.71742  8.304960E+45  2.000000E+00
  1446  9.69215859  0.51825E-25   0.70213   3.76089   7.35107   3.55106   0.00000   0.00000  0.00000  0.00000   2.41819  0.296E+00  0.674E+00  0.000E+00 -0.495E-02  0.2188  6.0560  0.0000   2.2519  3.8226  1.230000  0.000E+00  7.02127E-01  0.00000E+00  0.00000E+00    6.31983  -99.00000  -99.00000  -99.00000  -99.00000        8.239221E-02    0.71774  7.603905E+45  2.000000E+00
  1447  9.69220854  0.43120E-25   0.70208   3.76078   7.35121   3.55266   0.00000   0.00000  0.00000  0.00000   2.41656  0.296E+00  0.675E+00  0.000E+00 -0.502E-02  0.2188  6.0691  0.0000   2.2529  3.8223  1.230000  0.000E+00  7.02075E-01  0.00000E+00  0.00000E+00    6.31969  -99.00000  -99.00000  -99.00000  -99.00000        1.085582E-01    0.71152  7.588826E+45  2.000000E+00
  1448  9.69225802  0.35876E-25   0.70203   3.76067   7.35136   3.55425   0.00000   0.00000  0.00000  0.00000   2.41656  0.295E+00  0.675E+00  0.000E+00 -0.507E-02  0.2188  6.0682  0.0000   2.2538  3.8219  1.230000  0.000E+00  7.02026E-01  0.00000E+00  0.00000E+00    6.31955  -99.00000  -99.00000  -99.00000  -99.00000        9.203267E-02    0.71185  8.255999E+45  2.000000E+00
